timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"dae0e336842a159477a7f59de2c10ade0c5aed7a818a8d8ec1f93e319520b2d7 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,7,right,left,erotic,false
"8f4856ca6ae5cb6fa734c0e39f329a97857bf4b11903141e3cd11c53630c9f63 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,8,right,left,neutral,false
"de3075e47c9f4f3e55a00a380cd290974415d46ddb8ea812919a90cfd2ed4728 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,9,left,left,neutral,true
"0ce2ba38eb1291a9f827477558ff943e01d2e78c25c8eefbfccde7bea8cc9ec8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,10,left,left,neutral,true
"35e6f56b99397c7dd43c3e3d8f916eb1e4731089dad3dbc6ddd5a8323f4e0208 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,11,right,right,erotic,true
"fbb54f3415cee45036fe9263cbeaf78c5dfdf11e7b81356ef4fcf0e35b264440 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,12,right,left,neutral,false
"af741f7e3d2832852edcafe55bd4c4310b13a4d3d696918fc9f5deec7ede0b25 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,13,left,right,erotic,false
"db8899b7f2a01fd7815f2e9828a7a6ef9121ffcd46e826a2ae86926abd805d13 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,14,right,right,neutral,true
"59c84bfc7e05a608294a75516d788d77becee382bcdaa58bda6be59702c1ef4c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,15,right,left,neutral,false
"3972206a5c2fc64202bf76aa18d7bb5338494f4eef89a3cac19f9ee5c1f7a68f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,16,right,left,neutral,false
"7761de271cff55031ccb76206eb1dae50dabe37e080a046390ce920911915a14 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,17,right,left,erotic,false
"29892e644336720b1ea4413a01dc8b391d369f17a0354bb1b1612660e87be400 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,18,left,right,neutral,false
"9d8127dfe4871e4fa3fe2a60f23be89b6159b81969c8b6eca5e21f7df241e445 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,19,right,right,neutral,true
"2f64796a9fefae10d4f878b97419c32fd6ff821be7a6696ac164ec99672d18fa Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,20,right,right,neutral,true
"83db19516d392172fb45aea49d9a58b3aecb9f8395172266178877ae49c7600d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,21,left,right,erotic,false
"ff906db5eedd3c635311a97d323057f681e8ee896f74c303bd91a59d999efebc Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,22,right,right,erotic,true
"0ba87ab14d5f501674b080273f6c2ab629d11a87dc6e5f1d7f71ff6eb4c90ce5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,23,right,left,erotic,false
"55e275b904a7d5124481e666b0c7780e939c2ef9449c671d2301ab64fcaf3dc6 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,24,right,left,erotic,false
"225d4d7d73e3fee11056be01700321bf80a02481cbeb8a0bd07e99d5b1d44ef3 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,25,left,left,erotic,true
"458073dbb5c7994b68682ad24d949458a00cf932be381ec9a6ec38f941787c2e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,26,left,left,neutral,true
"303b19d75dd1b24d2863015e672b1ae8a53afb730a6aa6e8adc289784402f609 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,27,right,right,erotic,true
"ffc6510a5444f8fc42e7cc6139b7fd7d43c33d00d71c26dab70120e47dfe3396 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,28,left,right,neutral,false
"c85739fd9c52428972210d18043b41e7fc5936a9050edfc484dd03b8a048161c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,29,right,right,erotic,true
"131b8c1d6a98c30dcf1bf44d387fcf4586ef519931f77e5c3627df47e9524fa8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,30,right,left,erotic,false
"9729082f26d845b097fb14fbd75762d1edc338898452deadc01412e3c0d2e8bc Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,31,left,right,neutral,false
"aae1907d9ab5716f2082d5fd86a3ba7f77bfa53c7398fc6a7a63431dab9c3993 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,32,right,left,erotic,false
"c8805c123acf30c2d60b1a063b8e2c3d9f5cc19027546b983d3c5aa2921fa84f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,33,left,left,erotic,true
"eaa64eec7ca989621d42ad32bf3c2edcc3c93a95bac86461c7a0ae25447ff5fd Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,34,left,left,neutral,true
"0b68a718a69eaf5ddfc01b91cc89a2ea7b7ba3dfee65a9e42f26c31660bc7f08 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,35,left,left,neutral,true
"21f37339418138b0fcf43061931a6ca7dfb2a37c18e09c5e7b9cc5aae015a29b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",d34d858e-21c0-4fc8-9c62-c5772e200293,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,live,yes,no,18-29,Male,yes,Definitely Does not,Definitely no,"No, never",true,untrue,36,right,right,neutral,true
