timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"1148d2a9a4cf54d5e4aeb30e92d98a6983c9062d9ca3bfce87d97198d73c8933 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,15,left,left,neutral,true
"9af3a9f519ae78c9dfc1c225e30d8c691dbf83c62c3addfc4d3e4b321d67c384 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,16,right,left,erotic,false
"fd2a87a1198d7131eba3148c91772e92514305dafb81a8a39838ec9e755feac5 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,17,left,left,erotic,true
"f3bb79fb78a9311cfa8a5ad7485f21f0104090a8d970256d16a3418401509740 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,18,left,left,erotic,true
"c8ada1f25225a50d745dfb85fe706d69bec69dce0316a6e4cf43205dd6b9160e Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,19,left,left,neutral,true
"47f56bc96c873aaafb55b6f99d33ecee778b0e662d5e145c6a50c17c13b7a991 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,20,left,right,erotic,false
"42a872942eb487ae7020ff59dee50a7886a5d7ce917c47f6b5b31214e9d54226 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,21,right,right,erotic,true
"95aeb782634af5f49dfd46a4831d690e137de94e7d2552bbfd6764a75fdef3f5 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,22,left,right,erotic,false
"6bb656c1cc6d2372ed63bf704db53447e0b4a2d445a4667109b5a0e2a3e81e1e Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,23,right,right,erotic,true
"f91d00ef8724af49511c863cc8886376c1944298816eb0eb716e079ae9fd317b Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,24,left,left,neutral,true
"86376031f10babd2a37a4af53bf332fcd54c55c28c0b9c64d4a99c5570d1e462 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,25,right,right,neutral,true
"e2000ffbcd741f79f9d4b217e9fce8eaed03a923888e14d3a4bd39ca52285518 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,26,left,left,erotic,true
"973846b9fb1a387d9da3c00c9349f0f8034e9707d29e4876cc185f5987ba3d9e Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,27,right,left,neutral,false
"1cd4d58e5e57ef4905749f9f327c461d4e96aff26940c3213e6ba5dcb9eae35b Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,28,left,right,neutral,false
"8c5ff9cd2ec3196b10ea5d5924e11c0bf0d2a99f14c759cc9b0cbad30a78ecfb Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,29,right,left,erotic,false
"7f3a3b59f0f9af16a471966bf7c532cc53cf1d847043098b3786de76e2340d27 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,30,left,right,neutral,false
"ae729973e43a8a85e9f294c41dd9824909178a7f506c761364c1c8b2b8297670 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,31,right,right,erotic,true
"2b98e33f3a8c4269bb87afdfada0f60d3b60847db3b57c59c78bede8a32e4791 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,32,left,left,neutral,true
"22eb8ea580922820be14a1b991181121dcad9e5440d8c36d5e16770a0f1caf9d Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,33,right,right,erotic,true
"3056ee4d9e502bc79644512ef7053a2109db65349665676ffb53ed8f47e7f6ce Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,34,left,left,neutral,true
"fc389db04811c29b4d1994669df3ed7e9777ae169ec284d5292150126fccd50f Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,35,left,left,neutral,true
"e62c0987ab4b06070e2e391aad53a1200d88936311d6b0f878cc6cbb944d882e Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",cbd0e778-a324-453d-bfe1-7cd0fbe5c8ff,d51409e8de9ffb03eb73a9e912c4aa2cfd3dd5e1c2bb6b01651458463ea3de32,17,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Definitely Does not,Definitely no,"No, never",between true and untrue,very true,36,right,right,erotic,true
"ae89c5f60b62c24d1dc335409130199ddf628fad67ce089f2f8f9a64899f92a6 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",1114ace0-5b2d-488d-888e-20fc04978811,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fac691151680c4298debc9c2156cea1875e01bc0de6003cb5ea1c13cc0b41231 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b5053353da2405be486afd157a0c7641109663ccfce1bd850c8bf3c28f7e787c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4c11b7aa911e75bc401858baeb57ab152a5da0cc224125ddeffd96aa6b5b1151 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2e0ba00a34fb6c4fbeea84703766ca2fefb97b39bdde4b60f975bb326e2a9125 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,NA,NA,NA,NA,NA,NA,NA
"2f104e49a4bbb44209a41beeba55e2071c0387a8dd6613e5b94c256b935337ed Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,NA,NA,NA,NA,NA
"a580b699408e303aa50718e2712325f8b2ab136a5fe202f5967aa72efcb31bfd Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,1,left,right,erotic,false
"7ead34ef897b0c4370bdf07c73585079fa2611073b749cc98177b6ff091f32b0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,2,right,left,erotic,false
"17225a750ca0ed523eaca2c90a1b696c07d3917a15691db79c703bc973ec9b71 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,3,right,right,neutral,true
"1332ad10fa8ad58812bcd363701376d500de87e2cc406630f22b2cd4e68ce1d1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,4,right,left,erotic,false
"a034ffefc0af7b8a9c39ebe3f0445cb353d9ae239572c45e9586e49ced44c343 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,5,left,right,neutral,false
"5073900389948aaa245871c3de829f87b59279a8469399286ef7ef3bc8de06d9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,6,right,right,neutral,true
"dad7c312a2916e4ff244d8bb542a3d06dfec8fda110c959c86165685b8ebbaf8 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,7,right,right,erotic,true
"65ad100bad5a52eaecfbbadfc78618d5787fe4c02b9417a346ebc4116a426f79 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,8,left,left,neutral,true
"7e8ca4674fdeb004eaccc61a0575629495312b2b81350cdbce0e24a97d006581 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,9,right,right,neutral,true
"9c5ff267cd24147c610a0c44e556ce10985da5de7e1b2544634e1559ef8b4d29 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,10,right,left,erotic,false
"cb96b0e9311695de621eba57ba8361bd81f1a1bc886578b044a1644eaa69fd91 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,11,left,left,neutral,true
"6e875836515c630b793e593091cafe89e10af6437571f8530c5edde600cb1c9c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,12,right,left,neutral,false
"120994ca7dd731a7748ce6eea539a8063476fcce7dbadba6d065abef2248e167 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,13,left,right,neutral,false
"fe1f7cd55ddc3d0cd49043c84764beb6823f0e3bae3e85fbdf63012ab63fbfbe Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,14,left,left,neutral,true
"47ac27e39216ffc096da1c93c90fc141c0dc8661bd06528ccc154c5722475b85 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,15,right,right,erotic,true
"b3ae0847ac22026993ab8b601bb8a55bde7c861ca587a296da6a34e0511efc2e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,16,right,right,erotic,true
"9364251875235909836eb85216b5df5b42328acd65706e95627526f5500ce88c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,17,right,right,erotic,true
"21795b44bc7c3289f75d490b02c9a06c42c37f278e9a5d8244085f79d816f76a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,18,left,right,neutral,false
"f8908202152e19340dc4d8921fabe939783c49b62d7504599c073ce4c74d0cfd Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",bce9d096-de48-4e44-8c4f-2746b1d9d185,31b5cb2cee6c1876b8dfc5aafcbcb5d9ffc265a4cb562b48fbbebc594d411963,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Probably no,Only a few times,true,true,19,left,right,erotic,false
