timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"629f814d4457c1ff3f4444fc8ec20ec138273a29f73ecbd63ae08bdd6a241f81 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",8d87b777-54f0-42aa-b425-8e1a33bf347a,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f5b34d06e5dd5e31c00bad12326b9f4cf5684321007f21e73a10c82acc380929 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d91f20bd0e2525937478e34027a9452efd138e274e57eca1fea3eac1e2b5fa58 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96eb77e835ea3c4319a3fb11919c13c7ca1a3fd976f4e8683452ff7b9c3ed95f Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74578d7e1caa7413168b9ae6cf0453544ca29af5fdedf2c81aa0610e370e056d Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,NA,NA,NA,NA,NA,NA,NA
"643848b6fbdc7cb6e72f4f7832f4482b3ea11e6ecbf68d76679228296f26f0d7 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,NA,NA,NA,NA,NA
"bf6dd907ec81803dd887bd5b787b5462f66ac358715a2409f5535c2b68600e51 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,1,right,right,erotic,true
"4c0990663392ae3595c1dc379e8e75211061bb3c7890afd26044ce2b550e8c4a Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,2,left,left,erotic,true
"a47dae5fe930e0f87ef85cf99ac77583155ea809fbbe14998669060bc5fb6310 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,3,left,right,erotic,false
"cb1f2e31aa0665e9b1cd263ea5fd980ebd26fbeec4b57c1c99c6c512e9fe30a6 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,4,left,right,neutral,false
"6b3e2446500c401cfee1dc97d6579dfe580efeb163cc567207f969c48f1353fe Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,5,left,left,neutral,true
"08b417f83e7c4a3a6097670421547bc323e954ec5b9c51df06e4e482262fd35a Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,6,right,left,erotic,false
"c0f7ab04f1f818800b8d7a3c48fa08b4e59e778a4a032c67bb0d6f65421cbbce Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,7,left,left,erotic,true
"7b9e80c04814fee6580811f813db6d29a8ae93588927b27acaf9843ce4efef14 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,8,right,right,erotic,true
"dbeed48385c9302f0a88048c76d9821e64e3aa45f91008cd750c2d90355ea1a9 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,9,left,right,erotic,false
"1fcc602f1c835ff7edfda6d9a6f38cca7f6eba8f38ceab8f68ea572d907ab289 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,10,left,left,erotic,true
"de7a6ad525223da767b466d8429ed1fc375fd72d95034f17f987e154bad414cb Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,11,right,left,erotic,false
"7ba1a6514109556ab039f3d0d1639493f3acac8d8b7170611bc0334f43bb7ef7 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,12,right,right,neutral,true
"06e1e556c982238195d0ae02c835839aabef5f1c292133c33172d513802fd8ba Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,13,left,left,neutral,true
"7d455c8238555472535987ea2200503ec700a83d33c8c35181a0b28115d4e285 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,14,left,left,neutral,true
"9adeb54b65ceb08b700a7b7358e1819d8a609ca8fb482d2b656f903d3c81143f Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,15,right,left,neutral,false
"4fcebb5a27384795a2ffad68a5a86fb8053e109c5a0fc7ad4fb61c82f6ea99a6 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,16,left,left,erotic,true
"f702e404f95c3ef46f8b30b5e43258317c63c13c207cbe9d1000820be5fdf29e Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,17,left,left,neutral,true
"fa6b8fd14f4bcbd6a4461914c84a7d37842604df0964129c02de995d3f330d2b Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,18,left,right,neutral,false
"ec18735d8294bb2aed0ea5c07fce11ffbde6ef05b5a726669d0431cf11b93b42 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,19,right,left,erotic,false
"19faf26865f14749603fe8b5f3adb2f6520c053bbef6bbb8dee9c4198acd6d36 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,20,right,right,erotic,true
"c6b5799ce0c9003c2943583f9f116f38b75ff9c1dfc840553153fefcc1aa3ee4 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,21,left,right,erotic,false
"889dbc26a9c6ca8a00f735702c307e90e797059cfab4bc30227f16ea644589d8 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,22,left,right,erotic,false
"faba98d5b38f4bc8517158a9d8f4192b1784cfb1c9ba29fcb1638d75a7068d8e Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,23,left,left,neutral,true
"795fc81189e66c3eb91eef2417257b52072a3c30ae291579501ece239440858b Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,24,left,left,neutral,true
"45085c6e45dee16fd7a56345b15df1464449ec20e62984ff71317ab93b4676ba Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,25,right,right,neutral,true
"881e447f124e7cbb828389b98b76fa3e29667426c946f1fcc5d5f3f6cddab217 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,26,right,right,neutral,true
"9c2ae05ea9aad888c2942e26f6a1c79fb49371a18827ef9ef5d4c6b1a34cd6f9 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,27,left,left,neutral,true
"582a6aa9277fddd6f07df6ed1b97931541319d307341f5a3ad0ffa58de34a98f Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,28,left,right,erotic,false
"eeacbd67b78e4d5f63cd1745f3d9fe334879724aef8b154e4905b7e54408877f Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,29,right,right,neutral,true
"14c35170aab8402eab1758f7a1e3116c292e666918f1abd1b986dd3fa7a35517 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,30,right,left,erotic,false
"3ee631fa6def2616c394479cae6e4d3349aa47790f485a66501f7bd16191a8ed Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,31,right,right,neutral,true
"c24678c7eb647ef3bed69a438e05b534d27fc1ad015fdbc9bcc95f800d99da56 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,32,left,left,neutral,true
"f287b78c48cf31618aa60e8bb0a36b6e9b3b8eb0d4baa7c249101291b1fb27be Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,33,right,right,neutral,true
"cc81367d04ecec21461aa8fc96406d93c0e5af325240c6251929da870ab80995 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,34,left,right,neutral,false
"c88cc5cc29e5db8c7bc51987a953652953b97f4d173037aab2c52e3c06413989 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,35,left,left,erotic,true
"628fde8e409ef02fdbc07777dce52c7b1bd9296c1af68ba44bcab80bafebc660 Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",cdd51102-16e5-42e6-bd6f-bf416affc5cd,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does,Probably yes,Occasionally,very true,very untrue,36,left,left,erotic,true
"f3dc6620308107bfbe6caa5c4793c8299c13fd563f584ff9555c46fad303a0fc Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",8d87b777-54f0-42aa-b425-8e1a33bf347a,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ae73a1afe1b06bf895e21be3a6a38cfcca282986f2613208bec9cafbb514b03 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",8d87b777-54f0-42aa-b425-8e1a33bf347a,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eb4caa7859f4748ab8b4345eaef63057bfeabb76a0f6635412a1cbaee1749293 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",8d87b777-54f0-42aa-b425-8e1a33bf347a,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Don't know,Only a few times,NA,NA,NA,NA,NA,NA,NA
"9c733fd2974b1c77fb8542c125a6d80d24945b25f55f9b61e59645cb8c73c6a5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",8d87b777-54f0-42aa-b425-8e1a33bf347a,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Don't know,Only a few times,between true and untrue,true,NA,NA,NA,NA,NA
"ed3db1ba770d3fd9ba70c90635d86bbb113e2ac1f9682249035c6d4c4c0f05e4 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",8d87b777-54f0-42aa-b425-8e1a33bf347a,ba6df30162cb1c94fde8920f28ece98e2ffa4ffbe5292a5d24afb8f00efa0755,10,e30f70dcdccb112cefab47a478ad38f714973ea32fad9faefca484f4074284ef,11,live,yes,no,18-29,Female,yes,Probably does not,Don't know,Only a few times,between true and untrue,true,1,left,left,erotic,true
