timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
b79c2dd3a948089a50f6e3faca3fa9c04bb560966786d52057ff9bbacf9d7d82,aa03ef92-b12d-4cbb-8e35-1816657ec042,f291b967741efe9b4852cc5b18076acab7376ae7838fe1a9b6dc00004f6589f1,0,668948134375310dd3f345a56899d0a984f11ee1e14b3b9594edeb9210b8a328,2,pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fe87e275b345252f556eb1aee7d76619f85c410138953c039b12d9ac26bd9a21,aa03ef92-b12d-4cbb-8e35-1816657ec042,f291b967741efe9b4852cc5b18076acab7376ae7838fe1a9b6dc00004f6589f1,0,668948134375310dd3f345a56899d0a984f11ee1e14b3b9594edeb9210b8a328,2,pilot,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6cd529415154e41d7091615ab4d7bff31c6ff30e5a2f0df593bb22a31f7dd96e,aa03ef92-b12d-4cbb-8e35-1816657ec042,f291b967741efe9b4852cc5b18076acab7376ae7838fe1a9b6dc00004f6589f1,0,668948134375310dd3f345a56899d0a984f11ee1e14b3b9594edeb9210b8a328,2,pilot,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
