timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
Tue Jul 10 2018 16:41:49 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tue Jul 10 2018 16:43:53 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",NA,NA,NA,NA,NA,NA,NA
Tue Jul 10 2018 16:44:11 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,NA,NA,NA,NA,NA
Tue Jul 10 2018 16:50:59 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,1,right,right,neutral,true
Tue Jul 10 2018 16:51:10 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,2,right,right,erotic,true
Tue Jul 10 2018 16:51:20 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,3,right,left,erotic,false
Tue Jul 10 2018 16:51:29 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,4,right,left,neutral,false
Tue Jul 10 2018 16:51:40 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,5,left,left,neutral,true
Tue Jul 10 2018 16:51:50 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,6,right,left,erotic,false
Tue Jul 10 2018 16:51:56 GMT+0200 (Central European Summer Time),12977d3f-5b8d-4f4b-94f3-173adf94a977,exp_ELTE_MK_01,1,lab_ELTE_01,2,pilot,yes,no,30-44,Nő,yes,Biztosan nem,Biztosan nem,"Nem, soha",jellemző is rám és nem is,nem jellemző rám,7,left,left,neutral,true
